ID,Feed,Sentiment
396,moumathla kbira te3jebni w manajem n9olek kan waaaaaaaaaaaasel,Positive
397,itfoooooooooooooooooooh mala 9a7ba 3ahra,Negative
398,Yaser bleda bourjoulia moch 7ob,Negative
399,Balti lm3alem,Negative
400,Bravo walid,Positive
401,Masset lasset,Negative
402,Rajellllll,Positive
403,3asoula nmout 3lik,Positive
404,Yaser bahiaaaaa,Positive
405,Ahla  wlled  mofiyda,Positive
406,bravo,Positive
407,برافو عقلية الاعتذار ما فهموهاش جتهم صعيبة عباد خدمتها التنبير والبندير,Positive
408,حليلك يا مهدي شنوة باش تقاصي 😑😕😑😕,Positive
409,كارثة متنقلة ها الفاسقة,Negative
410,اش باش تردوه علاش ملائكة ماو طحان مثل بقية برشة طحانة,Negative
411,emission dhamra yesser ..............,Positive
412,Loutfi machla 3lik Wink hal8iba m3dch tethhour fi tlv,Negative
413,غبي لدرجة تجعله يتخيل ان المشاهد لم يتفطن للونه النهضاوي من أول ظهوره في هذا البرنامج مقاطعاته المتعمدة لكل متدخل يتكلم في الترويكا و خصوصا النهضة وحلفائها فيه استفزاز الى حد التشويش  . ,Negative
414,سامي كراكوز,Negative
415,توفيق الغربي نوع من الارهاب السمعي و البصري والمعنوي بالنسبه ليا خييبييبببببببت,Negative
416,ماشية و تعدم و تمساط ولات تقزز يا حسرة على بية متاع قبل يا لطيف اللطف.....,Negative
417,beleh beleh chay ihazen el9alb mela sa5afa chey i9azez,Negative
418,Ene 3ijbitni,Positive
419,"مسكينة إنتي انسانة مريضة واحمد الأندلسي يشرفك ويعرفك يا ماصطة ،شكونك إنتي جرد ممثلة👎👎👎",Negative
420,Barcha wabna,Negative
421,توجع الرأس,Negative
422,Ma7laha fiha,Positive
423,معلم كريم,Positive
424,chbik maset el bereh eddrama athret 3lik,Negative
425,معلم توتو,Positive
426,baravo,Positive
427,7ayawen pas +,Negative
428,Maja chay na9es fi tawsil elma3loma jibo safi sa3id,Negative
429,مستويات ههععع,Negative
430,طحانة,Negative
431,Barvoo جعفورر,Positive
432,tbaarkalah aalik 5adeem o li yon9od fik rao nrmlmnt y9awik o raabi maak,Positive
433,Mast,Negative
434,5iiiiit brabi na7iyouh,Negative
435,عبيط واقرع وزمباوي,Negative
436,barchaaaa lolllllllllllllllllllllllllllllllllll maste,Negative
437,تحية للاب المناضل,Positive
438,Kethb,Negative
439,tbarkalah  alik  bsaraha  ya  emnaaaaaa,Positive
440,الله يرحم والديك كيف رحمة اناس ربي اجازيك كل خير وربي يعتيك علا قد قلبك bravo,Positive
441,Me3ejbetnich imed sekine 3ala omo bsaraha,Negative
442,Wlh frehtlo men 9albi,Positive
443,أمسط وأعدم عباد ربّي,Negative
444,رجل دين لكنو منافق و مراوغ ربي يهديه غلى علينا الخبزه,Negative
445,Fessed baaaaaaaaarcha w 5amej,Negative
446,akkkid m3almaa,Positive
447,Ya m3allem ya bendermen <3 :*,Positive
448,لا يليق بهذا البرنامج,Negative
449,",مبرووووك بنت لجنوب 😘😘😘",Positive
450,Malla 5alkaaaaaa,Negative
451,thabil 3inaha,Positive
452,حقيقة شيء مخزي وعار على الامة العرية كل هذه التفاهات التي يقدمها اعﻻمها سواء في تونس او غيرها كل ما يبثونه من برامج ﻻيتناسب مع ما نحن فيه وﻻ يخدم قضيتنا التي تركناها وتفرغنا للمسلسﻻت التافهة والبرامج القذرة التي تنخر افكار شبابنا وعقول صغارنا وهذا ما يريده الغرب ان نبقى غافلين عما نحن فيه امتنا تشتت وثرواتنا تنهب  وشبابنا يقتل ويكفر في بعض تبا لهذا الاعﻻم ولهذه القنوات الفاسدة التي ﻻ تصلح لشيء اﻻ الى زرع الفتنة و اشاعة الفاحشة وتدمير القيم والاخﻻق.....,Negative
453,ريم الرياحي محلاك محلاك محلاك مللخر هذي المرا التونسية.,Positive
454,مستوى منحط يا علام العار,Negative
455,"الناس الكل تحبهابرشة برشة",Positive
456,tayara,Positive
457,"Nahdhaoui w 9aleb vista, mounef9 kbir bref mayestehelch n3ale9 3lih barcha. netjewzou",Negative
458,مستوى منحط,Negative
459,تافه وماسط  وبليد ويقزز  وساقط و واطي وتفوه عليه,Negative
460,a7lowa te3jebni :*,Positive
461,هههههه احنا اعجبتنا في التمثيل,Positive
462,الي يعجبني فيه ضمارو التلقائي ... معلم!,Positive
463,محلى زينك ... كل يوم حبك يزيد .. كل يوم و جمالك يزيد ... نورة الحلقة والله ... أنا نحبك و نقلك واصل .. #Bravo 💋😘😇❤,Positive
464,نور  شيبه ديما متالق ديما يصنع الجو و ربوخ وهره و قد و صوت,Positive
465,mra w a3liha liklem,Positive
466,انتهازي,Negative
467,كلب,Negative
468,Mallla chlaka..,Negative
469,اعز رابارات في تونس بلطي و كافون,Positive
470,بالرجولية ماسط ويا سامي راجع الفريق متاعك,Negative
471,رجال والله .. صاحب موقف ويعجبني إلي يصارح بكل تلقائية,Positive
472,👏👏برافو لطفي..واصل إنت ممثل وكوميدي موه‍وب عندك طريقتك الخاصة صحيح أما زادة عندك برشا ناس تحبك وتعتبر ناجح والنتيجة التتويجات ..,Positive
473,Min à7sen el momathlet te3jebni barrcha rabi y3awenha w ya7miha,Positive
474,"Ena baketni :'( 
خدام و يحب يوصل،ربي معاك و عمل على روحك
Bravo chi5 ya m3adhebhom
jàw
ممثلة مزيانة و عندها لقبول
M3alam 👍👍
Bravo fama fourja fi idrama w ilkomidya bravo semi
M3alem balti ya3jebni ghneh w bravo 3al ghoneya jdida  5arjet nhar 3id miledi hh
a3az moumathelet tounes klem mawzoun w fi blastou tayara
تنجح 😊
bsara7a wajiha eljandoubi sari7a w ta3ti kilmtha w ti3jebni
LM3alem
Raw3aaaa
هههههههه روعة
Thabel w lmousalsel bkolou tayara
Ma7leha w marzanha
Bravooooooo vraiment  famma. Rjel fel bled
برافو ناجي جلول
Ja3fourr weld echa3ebb
Tbarkalah 3liha rabi isonha
ممثله تحفونه برشا تعودنا بيها في الأدوار الكوميديه
نوفل الورتاني أفضل منشط
3alami .
معلم يا جعفور
Bravo stoufa :-) :-) :-) :-)
وحدك يا شيخ يا تحيفه التلفزه في رمضان مساطت بلا بيك كرمك الله 😂😂😂😂😂😂
Bsara7aa baredli 3la galbi wlhhh
Bravo",Positive
475,la wahra la zin la asel wla din fi m5a5kom 7afin flselentkom madhin t7ebou chorïr t9adrou l5atir,Negative
476,7al9a  7lowa,Positive
477,والله مسلسل حلوى برشا,Positive
478,سيدة المسرح ♡,Positive
479,hhh #Ma7leeekoM,Positive
480,Walah ken temchi t3adi 3ala rou7ek 5trek ta7ki fi 7keya mine al 5ayel,Negative
481,Bravooo,Positive
482,Rajel (y),Positive
483,tohfa wmeziyéna wtoktol b jooolie hhhhh,Positive
484,Mala 5orda,Negative
485,Mala jaw,Positive
486,ma7lha ishariya ya3tikom isa7a w huisse ma7lk rak to9title,Positive
487,امسط منهم ماريتش العربي و كريم و زعيمهم نوفل,Negative
488,Soutek 3alamiiii,Positive
489,برشا ضحك روعة,Positive
490,Sava bravo,Positive
491,الكبير كبير يا بابا,Positive
492,لها شان في التمثيل مستقبلا  ربي معاها  وان شاء الله  من حسن الى احسن,Positive
493,Hlouwa barchaaaaa,Positive
494,حسين الديك والله حفلها منور كلام الناس و منور تونس و باش تنورنا في سوسه,Positive
495,وليد التونسي معلم اشكون باش يتكلم,Positive
496,Maset laset,Negative
497,برافو احمد الاندلسي راجل وابن راجل وموقفك كله رجوله,Positive
498,Tbarkalah 3laha mra metkhl9a w dhkiya w ani9a w a7sen moumathla binisba liya w nhebha barcha w rabi ywaf9ik wajiha .,Positive
499,مسطوها تقسط علينا كمرت البو صب الحلقه و يزي فك,Negative
500,mrith fi mo5o ,Negative
501,el lekbiiiiiiiiiiiiiiir ekbiiiiiiiiiiiiiiiiiiiiiiiiiiiiiir,Positive
502,"Mella ka3ba , berjoulia chab3a thohk ya3tih essa77a",Positive
503,نكره   وقاحة في الحديث مع من هم اكثر منها علما مثل الشيخ وز ادا مع وليد التونسي الي هو أشهر منها تمادت في تفاهتها.الله يهدي,Negative
504,"احمد الاندلسي يقريك يا بهيمة و الملهط تدافع على الميبون ، و لو كان موش كرني الكريدي ما تدخلش التلفزة",Negative
505,قداااااااش ماسط ططططط متع الوزير في القهوة     تكب سعدها تونس,Negative
506,أعوذ بالله,Negative
507,Ya go3er,Positive
508,برافو عماد دغيج علقل رفعت روس التوانسة ماخليتش بن علي يضحك علينا الليلة براااااافو,Positive
509,Hhhhh ehabel,Positive
510,Thabel,Positive
511,chbiha wallet 5ayba,Negative
512,تفووووووه عليها,Negative
513,tfouhe 3likeme hakasidkoume ya klabe etajamou3e,Negative
514,Bravoooooo a3likom 😀😀😀😀,Positive
515,Nn masta,Negative
516,ya3tihhh 9asa fi cha3rou m5ybou,Negative
517,عسسسسل اما في احلى صباح على موزايييك أحسن.,Positive
518,men ahlaa el kanoit fi tounes,Positive
519,بهي ومحترم حدها حد روح,Positive
520,ja3four ya roi ma7lek bi rouge nchalah dima mit2ala9,Positive
521,شكرا نوفل على استضافتك للنجمه المتألقة دوما ملكة الاحساس ميساء الماجري محبوبة الجماهير,Positive
522,mamsatkom,Negative
523,كل مرة يجبولنا جرثومة الله يهلكهم,Negative
524,Bravoio,Positive
525,Msali 3anibi 3leha ta7iya kbira leha waleh mra w 3liha leklem li3a9a i3a9et la5le9 w laysat ljasad hedhi hiya l3azima,Positive
526,do5et mel msata aaaaaaaaaaa33 miskin,Negative
527,عسل,Positive
528,قحبة كبيرة,Negative
529,مغفل,Negative
530,عندك كريزمة و وهرة يا وجيهة الحسيلو الحوت عليك,Positive
531,هو و مقداد السهيلي حقهم ياخذو نوبل للمساطة و التفاهة و التبندير,Negative
532,Bravo naji,Positive
533,masta lasta,Negative
534,Bravo sami whl au top cette series,Positive
535,يهلكهم ربي,Negative
536,الأخت محرزية سياسية راقية في الفكر و التفكير ,Positive
537,Nakrheeeek borhen,Negative
538,أعز و أحلى و أحسن ممثل قداش يعجبني و يضحكني برافوا لطفي :*,Positive
539,منوره,Positive
540,Mahlah ya3jibni barch,Positive
541,"ماشاءالله عليهم البنيات ، يفرهدو عالقلب ، هاجر وهند ، محلاهم محلاهم ، وربي يحفظلهم بوهم ويلم شملهم على خير من احلى حلقات البرنامج ",Positive
542,عملت  العاااااااار.  لا ذات ولا صفات,Negative
543,Màaaaaasttttttta yaser,Negative
544,rahmouni ya kalib,Negative
545,Raw3a,Positive
546,Msata,Negative
547,Kafon wa7dekk fell wahraaa ichalah dimaaa hakaaa,Positive
548,"لغة الحوار مفقودة
Kathrreeelllha blmsouuuutaa melé5errr :/
Masta
Hhhhhhhh ya asla3 ya kaleb
مسلسل أتفه من التفاهة
marmzouuu
حقا القاضي الرحموني لم يكن مقنعا في تبريراته حول سراح المشتبه بهم في قضايا ارهابية لذا كان عليه ان يصمت احسن
lkolkom 7othela
Maset laset
جاهل متاع راس لنبوط ...
اوووه ممسطو  وكان مشي عمل حاجة اخرى خير
ملا مجانين  وسامي معاهم
امسط انسان على وجه البسيطة تجمعي تعيس ماعندوش اخلاق وزايد جايبينو
Ou9sem bellah amsat menou  maritech fi kol chay 3amlin lih tawla warb3a krasi
عمري ما ريت قفة كيما ريتها اليوم برا ربي يخزيكم كيف ما خزى اليهود و يمسخكم كيما مسخهم
بصراحة يخوف يظهر كلوشار . حالة حليلة بالوشم
هز مارق جيب مارق
Maset laset
ماسطة برشة...
مخيبو مخيب وجهو هالاحول
Masta baaaarcha :(
الحمدلله مرتاحين من منذرو هل اسمو شكيب مرزن ملايكتو و طينتو
الكل ماسطين
La3nat allah 3lik hlel fik 9atl 9alou nheb 3la h9ou9i ha9ek houa rajm ya masa5
منحط لا تربيه لا ثقافه تو من قلة المسرحيين جايبينو هنكره و تو هذا تسميوه مسرحي من اصلو
بربي فيق شوية على روحك. إنت ماعندكش أغاني تتسمع أصلا، و راك أتعس نقابي عرفتو تونس و ماكش شيخ
Bleed kedheb w niffe9 8-)
t3ayeeff
Mriiiiiiidh w mahouch bech yabra Kdheb kedhbet w sadde9hol  3omri ma choft tounsi yasme3 fi 8neya mte3 mesbe7 el3affat
اكبر شعب منافق هو الشعب التونسي في الشارع بعد الثورة تسمع كلام يقشعر البدن و في التلفزة نوليو شعب كامل محافظ بربي يزيو من الريق البارد العيب في مقدم البرنامج اللي وضع تلك الصورة لامرأة شبه عارية
انا امي صفاقسية و محسوب صفاقسي مولود و عايش هوني في صفاقس اما الصفق خايبين عنصريين و حقارة و مسمامين و ما يحبوا حد و دينهم الفلوس و المظاهر
مش تسخف تتزعبن
لاعبتها قافزة و تتشنفخ راك مجيت شي و كيما قال كافون راك ماست راك لاسط شكون انت باش تحكي على احمد الاندلسي غير توصلو
مسقتها  إيناس  ومعجبتنيش  الحلقه
مسخة
Massssssstaaaaa
مكانش امصط منكم يا مصطا
Ti bara rawe7777777
rzin
ولاد الفساد وفلة الحياء وقلة المعروف والفجور والفسق والخروج عن طاعة الله في شهر كريم هذا نموذج من الإعلام التونسي الفاسد الرديء  والمشجع   رقم 1   للفساد  والفجور
Mamstha
masset  barcha :p
القوة الربي كل مرة أمسط ملي قبلها ,,,تي برا روح
خلط في خلط. حكاية فارغة و قصة سخيفة لوكان لهوفتوه المسلسل من عمناول خير مالطول الفارغ. سيناريو ردئ و فازات محروقة مسلسل بارد ماسط. قناة الحوار على قد ما عطيناكم ثيقتنا على قد ماقاعدين تخدلوا فينا. احنا مانكرهوكمش أما أنتم ماتحبوناش
tfih 3laik
Mamstou
راك ماسطة،راك لاسطة...🎤
Awled hram
Yaser 9let 7ya 3aylat ttfarej raw sltp
Belehi y'a. Chawket mathabik ma3adech tzid hata kelma . Tounes matetcharafch bik. Bara lben 3li yetcharef bik
Tafha fargha majat chay
مغرور وتافه لا يريد الا الاطراء والتمجيد ويكفي انه يشتغل في قناة السارق سامي الفهر غلام الطرابلسية لقد وضعته الصدفة ليكون في مشهد اعلامي لا يتربع على عرشه الا الاراذل ويني حلقة سامي الفهري الي باش تكسر الدنيا طولت برشا لكن في الأخير طلعت بصاص كيما معز بن غربية و البقية....
masta chwaya mouch kif el 3ada
9adash wsa5
5amja....sa9ta.....r5issa.....3afna....nadhla......7othella.....tfoooouuuh 3leha mete7chemch
فكر متشدد ديني نهضاوي خوانجي
Mamset ghneytou :p
صحيح الكلمة عيب و ما تجيش اما كيما قال يستفزو في الناس بصور خليعة يحترموا شوية الي قدامهم
mamsto brahim euffffffffffffff
ايكب سعدك يا قطعي  يا وبش يا وخياني اش نكرهم جماعة النهضة
الصورة التي عرضتوها عليه اوقح من الكلمة لي قاله عيب عيب
masete lasete wallah tes pas ricoloooooooooooooooooooooooo
بربي بية دقيقة دقيقتين و هي تهبط في المريول و ﻻ هي روبا  راك مرجتنا ...تحب تقول عزوزة و مازلت عندك ما توري ...بربي احشم شوية و اعطي شوية قدر لعمرك..راك غلبت علينا
9ahbe
ووووه اش كرهتو ها المسلسل ",Negative
